,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,V54_SAVRYprograma,V55_SAVRYdata,V56_@R1_resum_risc_global_reverse,V57_@R2_resum_risc_delictes_violents,V58_@R3_resum_risc_violencia_centre,V59_@R4_resum_risc_sortides_permisos,V60_SAVRY_total_score,V61_SAVRY_historics_total_score,V62_SAVRY_socials_total_score,V63_SAVRY_individuals_total_score,V64_SAVRY_proteccio_total_score,V65_@1_violencia_previa,V66_@2_historia_delictes_no_violents,V67_@3_inici_precoç_violencia,V68_@4_fracas_intervencions_anteriors,V69_@5_intents_autolesio_suicidi_anteriors,V70_@6_exposicio_violencia_llar,V71_@7_historia_maltracte_infantil,V72_@8_delinquencia_pares,V73_@9_separacio_precoç_pares,V74_@10_baix_rendiment_escola,V75_@11_delinquencia_grup_iguals,V76_@12_rebuig_grup_iguals,V77_@13_estrés_incapacitat_enfrontar_dificultats,V78_@14_escassa_habilitat_pares_educar,V79_@15_manca_suport_personal_social,V80_@16_entorn_marginal,V81_@17_actitud_negatives,V82_@18_assumpcio_riscos_impulsivitat,V83_@19_problemes_consum_toxics,V84_@20_problemes_maneig_enuig,V85_@21_baix_nivell_empatia_remordiment,V86_@22_problemes_concentracio_hiperactivitat,V87_@23_baixa_colaboracio_intervencions,V88_@24_baix_compromis_escolar_laboral,V89_@P1_impicacio_prosocial,V90_@P2_suport_social_fort,V91_@P3_forta_vinculacio_adult_prosocial,V92_@P4_actitud_positiva_intervencions_autoritat,V93_@P5_fort_compromis_escola_treball,V94_@P6_perseverança_tret_personalitat,V95_FACT1mean_ANTISOCIAL,V96_FACT2mean_DINAMICAFAM,V97_FACT3mean_PERSONALITAT,V98_FACT4mean_SUPORTSOCIAL,V99_FACT5mean_SUSCEPTIBILITAT,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy,maincrime_year,recid15_viol
1234,Home,Espanyol,Spain,Barcelona,15.0,1993-12-26,Amb antecedents,1 fet,Altres,No violent,1,2009-10-19,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,142.0,291,2010-03-10,2010-12-27,Llibertat vigilada,2010-10-27,Baixa,notapplicable,notapplicable,notapplicable,12.0,6.0,4.0,2.0,0.0,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Alt,Baix,Alt,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Present,Present,Present,Present,Present,Present,0.14,1.0,0.29,0.6,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1235,Home,Espanyol,Spain,Barcelona,16.0,1991-08-28,Amb antecedents,1 fet,Altres,No violent,1,2008-06-12,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Menys de 6 mesos,665.0,89,2010-04-08,2010-07-06,Llibertat vigilada,2010-07-05,Moderada,notapplicable,notapplicable,notapplicable,22.0,8.0,8.0,6.0,1.0,Moderat,Alt,Baix,Baix,Baix,Baix,Alt,Baix,Alt,Moderat,Alt,Baix,Alt,Alt,Moderat,Moderat,Alt,Moderat,Baix,Baix,Moderat,Baix,Moderat,Moderat,Present,Present,Present,Present,Present,Absent,0.71,1.0,0.86,0.8,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1236,Home,Espanyol,Spain,Barcelona,15.0,1993-03-14,Amb antecedents,1 fet,Altres,No violent,1,2009-01-21,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,322.0,141,2009-12-09,2010-04-30,Llibertat vigilada,2010-02-12,Moderada,notapplicable,notapplicable,notapplicable,11.0,3.0,4.0,4.0,0.0,Baix,Moderat,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Baix,Moderat,Baix,Present,Present,Present,Present,Present,Present,0.29,0.25,0.57,0.4,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1238,Home,Espanyol,Spain,Barcelona,17.0,1991-07-25,Amb antecedents,3 fets o més,Contra les persones,Violent,4,2009-05-28,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,181.0,85,2009-11-25,2010-02-18,Internament,2010-02-01,Alta,Moderada,Baixa,Baixa,14.0,2.0,3.0,9.0,2.0,Baix,Baix,Baix,Alt,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Moderat,Alt,Moderat,Moderat,Moderat,Baix,Moderat,Alt,Present,Present,Present,Present,Absent,Absent,0.43,0.0,1.0,0.2,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1239,Home,Espanyol,Spain,Barcelona,15.0,1991-10-01,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2007-09-06,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,574.0,451,2009-04-02,2010-06-28,Llibertat vigilada,2010-03-31,Baixa,notapplicable,notapplicable,notapplicable,11.0,5.0,3.0,3.0,0.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Moderat,Baix,Moderat,Moderat,Baix,Baix,Moderat,Baix,Moderat,Moderat,Baix,Baix,Present,Present,Present,Present,Present,Present,0.43,0.5,0.43,0.4,0.14,2014-10-17 00:00:00,23.0,1.0,De 4 a 5 anys,Altres,No violent,MPA - Mediació i reparació d'adults,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1240,Home,Espanyol,Spain,Barcelona,16.0,1991-11-10,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-08-17,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,263.0,390,2009-05-07,2010-06-01,Llibertat vigilada,2010-05-28,Baixa,notapplicable,notapplicable,notapplicable,5.0,2.0,0.0,3.0,1.0,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Present,Present,Present,Present,Present,Absent,0.29,0.0,0.29,0.0,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1242,Home,Espanyol,Spain,Girona,16.0,1993-02-05,Amb antecedents,2 fets,Contra les persones,Violent,2,2009-06-14,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,334.0,223,2010-05-14,2010-12-23,Llibertat vigilada,2010-12-21,Moderada,Moderada,notapplicable,notapplicable,20.0,8.0,4.0,8.0,6.0,Alt,Baix,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Alt,Baix,Baix,Baix,Moderat,Moderat,Alt,Moderat,Alt,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Absent,Absent,Absent,Absent,Absent,Absent,0.57,0.75,0.71,1.2,1.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1243,Home,Espanyol,Spain,Barcelona,16.0,1991-10-21,Amb antecedents,2 fets,Contra les persones,Violent,2,2008-08-31,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,324.0,220,2009-07-21,2010-02-26,Llibertat vigilada,2010-02-26,Moderada,notapplicable,notapplicable,notapplicable,16.0,5.0,4.0,7.0,4.0,Baix,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Alt,Baix,Baix,Alt,Moderat,Baix,Moderat,Baix,Alt,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Absent,Present,Present,Absent,Absent,Absent,0.29,0.5,0.86,0.4,1.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1244,Home,Espanyol,Spain,Barcelona,17.0,1992-01-27,Amb antecedents,1 fet,Contra les persones,Violent,1,2009-05-03,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,422.0,119,2010-06-29,2010-10-26,Llibertat vigilada,2010-07-26,Moderada,notapplicable,notapplicable,notapplicable,14.0,4.0,5.0,5.0,3.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Baix,Moderat,Alt,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Baix,Moderat,Absent,Present,Present,Present,Absent,Absent,0.43,0.25,0.86,0.4,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1245,Home,Espanyol,Spain,Girona,17.0,1991-07-16,Amb antecedents,2 fets,Contra les persones,Violent,2,2009-06-01,Girona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,336.0,160,2010-05-03,2010-10-11,Llibertat vigilada,2010-10-11,Baixa,Baixa,notapplicable,notapplicable,11.0,7.0,3.0,1.0,1.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Alt,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Absent,Present,Present,Present,Present,Present,0.43,1.0,0.14,0.4,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1247,Home,Espanyol,Spain,Barcelona,16.0,1992-10-03,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2009-06-24,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,308.0,140,2010-04-28,2010-09-15,Llibertat vigilada,2010-06-17,Moderada,notapplicable,notapplicable,notapplicable,9.0,2.0,1.0,6.0,0.0,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Baix,Baix,Baix,Alt,Baix,Moderat,Moderat,Baix,Alt,Baix,Baix,Present,Present,Present,Present,Present,Present,0.29,0.0,0.86,0.0,0.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1248,Home,Espanyol,Spain,Barcelona,16.0,1992-04-21,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-05-01,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,475.0,203,2009-08-19,2010-03-11,Llibertat vigilada,2010-02-24,Moderada,Baixa,notapplicable,notapplicable,18.0,13.0,1.0,4.0,1.0,Alt,Moderat,Moderat,Baix,Moderat,Alt,Moderat,Moderat,Alt,Alt,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Baix,Present,Present,Present,Present,Present,Absent,0.86,1.5,0.57,0.0,0.43,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1250,Home,Espanyol,Spain,Barcelona,15.0,1992-02-19,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-03-17,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,913.0,419,2009-09-15,2010-11-09,Llibertat vigilada,2010-03-30,Baixa,Baixa,notapplicable,notapplicable,6.0,2.0,2.0,2.0,1.0,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Present,Present,Present,Present,Present,Absent,0.29,0.0,0.29,0.2,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1251,Home,Espanyol,Spain,Barcelona,17.0,1991-08-27,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2009-07-05,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,249.0,149,2010-03-11,2010-08-07,Internament,2010-05-24,Alta,Alta,Baixa,Moderada,14.0,4.0,2.0,8.0,1.0,Alt,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Alt,Moderat,Baix,Moderat,Present,Present,Absent,Present,Present,Present,0.57,0.25,1.14,0.2,0.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1252,Home,Espanyol,Spain,Barcelona,16.0,1992-02-16,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-06-30,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,471.0,417,2009-10-14,2010-12-06,Llibertat vigilada,2010-07-13,Moderada,notapplicable,notapplicable,notapplicable,14.0,4.0,2.0,8.0,3.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Baix,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Alt,Absent,Present,Present,Present,Absent,Absent,0.43,0.0,0.86,0.2,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1253,Home,Espanyol,Spain,Barcelona,17.0,1991-06-01,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-06-09,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,364.0,405,2009-06-08,2010-07-19,Llibertat vigilada,2010-07-12,Baixa,notapplicable,notapplicable,notapplicable,9.0,2.0,1.0,6.0,0.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Present,Present,Present,Present,Present,Present,0.14,0.25,0.43,0.2,0.43,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1254,Dona,Espanyol,Spain,Lleida,17.0,1991-12-15,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2009-01-09,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,320.0,268,2009-11-25,2010-08-21,Llibertat vigilada,2010-07-09,Moderada,notapplicable,notapplicable,notapplicable,18.0,9.0,4.0,5.0,2.0,Moderat,Moderat,Baix,Baix,Moderat,Alt,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Baix,Moderat,Absent,Present,Present,Present,Present,Absent,0.57,1.25,0.57,0.6,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1255,Home,Espanyol,Spain,Barcelona,17.0,1991-05-02,Amb antecedents,2 fets,Contra les persones,Violent,2,2008-07-14,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,449.0,211,2009-10-06,2010-05-05,Llibertat vigilada,2010-05-03,Moderada,notapplicable,notapplicable,notapplicable,29.0,13.0,6.0,10.0,4.0,Alt,Moderat,Moderat,Alt,Baix,Alt,Alt,Baix,Moderat,Alt,Baix,Baix,Moderat,Moderat,Alt,Alt,Moderat,Alt,Moderat,Alt,Alt,Moderat,Moderat,Baix,Absent,Absent,Absent,Present,Present,Absent,1.0,1.25,1.29,1.4,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1256,Dona,Espanyol,Spain,Tarragona,15.0,1994-03-24,Amb antecedents,1 fet,Contra les persones,Violent,1,2009-11-03,Tarragona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,Menys de 6 mesos,156.0,54,2010-04-08,2010-06-01,Llibertat vigilada,2010-05-03,Baixa,Baixa,notapplicable,notapplicable,4.0,1.0,1.0,2.0,0.0,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Present,Present,Present,Present,Present,Present,0.14,0.25,0.14,0.2,0.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1257,Dona,Espanyol,Spain,Barcelona,16.0,1991-12-20,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-07-13,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,578.0,178,2010-02-11,2010-08-09,Llibertat vigilada,2010-06-02,Alta,notapplicable,notapplicable,notapplicable,12.0,5.0,2.0,5.0,0.0,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Baix,Present,Present,Present,Present,Present,Present,0.29,0.75,0.71,0.2,0.14,2014-07-29 00:00:00,22.0,1.0,De 3 a 4 anys,Contra les persones,Violent,MPA - Mediació i reparació d'adults,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,True
1259,Dona,Espanyol,Spain,Barcelona,16.0,1991-01-03,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-10,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,512.0,419,2009-05-05,2010-06-29,Llibertat vigilada,2010-03-31,Moderada,Moderada,notapplicable,notapplicable,12.0,3.0,4.0,5.0,1.0,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Alt,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Alt,Moderat,Baix,Baix,Baix,Present,Present,Present,Present,Absent,Present,0.43,0.0,0.86,0.4,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1260,Home,Espanyol,Spain,Girona,15.0,1991-12-08,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-04-18,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,735.0,307,2009-04-22,2010-02-23,Llibertat vigilada,2010-02-23,Baixa,Baixa,notapplicable,notapplicable,9.0,4.0,2.0,3.0,2.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Moderat,Baix,Baix,Absent,Present,Absent,Present,Present,Present,0.43,0.0,0.29,0.6,0.43,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1263,Home,Espanyol,Spain,Lleida,16.0,1992-01-17,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-04-03,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,600.0,363,2009-11-24,2010-11-23,Llibertat vigilada,2010-10-06,Baixa,notapplicable,notapplicable,notapplicable,12.0,7.0,1.0,4.0,1.0,Moderat,Moderat,Baix,Baix,Baix,Moderat,Alt,Moderat,Baix,Moderat,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Present,Present,Present,Present,Present,Absent,0.43,1.0,0.57,0.0,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1264,Home,Espanyol,Spain,Lleida,15.0,1992-09-05,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-11-23,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,598.0,363,2009-07-13,2010-07-12,Llibertat vigilada,2010-05-20,Moderada,notapplicable,notapplicable,notapplicable,8.0,2.0,2.0,4.0,2.0,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Absent,Present,Present,Present,Present,Absent,0.29,0.0,0.43,0.2,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1265,Home,Espanyol,Spain,Girona,16.0,1991-01-08,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-11-27,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,493.0,486,2009-04-03,2010-08-03,Llibertat vigilada,2010-08-02,Baixa,Baixa,notapplicable,notapplicable,11.0,5.0,3.0,3.0,2.0,Alt,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Absent,Present,Present,Present,Absent,Present,0.57,0.0,0.57,0.2,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1266,Dona,Espanyol,Spain,Barcelona,14.0,1992-05-29,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,4,2007-02-27,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,811.0,269,2009-05-18,2010-02-12,Llibertat vigilada,2010-02-12,Moderada,notapplicable,notapplicable,notapplicable,12.0,6.0,3.0,3.0,1.0,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Present,Absent,Present,Present,Present,Present,0.71,0.25,0.29,0.8,0.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1268,Home,Espanyol,Spain,Girona,17.0,1990-05-12,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-03-12,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,230.0,582,2008-10-28,2010-06-03,Llibertat vigilada,2010-02-15,Baixa,Baixa,notapplicable,notapplicable,5.0,2.0,0.0,3.0,3.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Baix,Moderat,Absent,Present,Present,Present,Absent,Absent,0.14,0.25,0.14,0.0,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1269,Home,Espanyol,Spain,Tarragona,17.0,1991-02-19,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-10-07,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,296.0,270,2009-07-30,2010-04-26,Llibertat vigilada,2010-04-06,Baixa,notapplicable,notapplicable,notapplicable,12.0,7.0,3.0,2.0,0.0,Baix,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Present,Present,Present,Present,Present,Present,0.43,1.0,0.29,0.4,0.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
